iteration,l1_loss,loss,ssim,psnr,ema_loss,ema_psnr,ema_ssim
170,0.06555496156215668,0.09746912866830826,0.774874210357666,20.168209075927734,0.11625510339793903,"tensor(18.7170, device='cuda:0')",0.7511493218600938
180,0.07821483910083771,0.101779043674469,0.8039641380310059,17.951858520507812,0.11046467950855102,"tensor(18.4110, device='cuda:0')",0.7722752483284585
190,0.0885767936706543,0.12680813670158386,0.7202664613723755,17.71518898010254,0.11700206238576415,"tensor(18.1327, device='cuda:0')",0.7514717335460253
200,0.060419823974370956,0.10391495376825333,0.722104549407959,20.533329010009766,0.11176721893875982,"tensor(19.0929, device='cuda:0')",0.7397248598907988
210,0.07529023289680481,0.11942838877439499,0.7040190100669861,18.66097640991211,0.11483168687301389,"tensor(18.9201, device='cuda:0')",0.7254425199612737
220,0.07979246973991394,0.1432318240404129,0.6030107736587524,18.151348114013672,0.1261917417399735,"tensor(18.6126, device='cuda:0')",0.6764698214402652
230,0.0654575526714325,0.09817013144493103,0.7709795832633972,20.35283660888672,0.1149830976219565,"tensor(19.3087, device='cuda:0')",0.714273726169518
240,0.0479448065161705,0.08474014699459076,0.7680785059928894,22.111576080322266,0.1028859173710102,"tensor(20.4299, device='cuda:0')",0.7357956380988666
250,0.04981319233775139,0.09380234777927399,0.730241060256958,21.827770233154297,0.09925248953431572,"tensor(20.9890, device='cuda:0')",0.7335738069621032
260,0.05687635391950607,0.09915371239185333,0.7317368388175964,21.14651107788086,0.09921297867733075,"tensor(21.0520, device='cuda:0')",0.7328390197043004
270,0.07298256456851959,0.09348729997873306,0.8244937658309937,18.731306076049805,0.09692270719789167,"tensor(20.1237, device='cuda:0')",0.7695009181549777
280,0.06261654943227768,0.09656445682048798,0.767643928527832,20.01384925842285,0.0967794070469302,"tensor(20.0798, device='cuda:0')",0.7687581223041193
290,0.05011695623397827,0.09357219189405441,0.7326068878173828,21.584869384765625,0.09549652098577988,"tensor(20.6818, device='cuda:0')",0.7542976285094247
300,0.04897141084074974,0.09916873276233673,0.7000420093536377,21.642398834228516,0.09696540569640262,"tensor(21.0660, device='cuda:0')",0.73259538084711
310,0.06246764585375786,0.10342781245708466,0.7327315211296082,19.633289337158203,0.09955036840067544,"tensor(20.4929, device='cuda:0')",0.7326498369601092
320,0.06653697043657303,0.10639169812202454,0.7341893911361694,19.781116485595703,0.10228690028921508,"tensor(20.2082, device='cuda:0')",0.7332656586305333
330,0.05590025708079338,0.09681089967489243,0.739546537399292,20.333921432495117,0.10009650004348603,"tensor(20.2585, device='cuda:0')",0.7357780101380367
340,0.07300058007240295,0.12416274845600128,0.6711885929107666,18.395198822021484,0.10972299940849213,"tensor(19.5132, device='cuda:0')",0.7099422432471287
350,0.0920359417796135,0.11668692529201508,0.7847091555595398,16.935834884643555,0.11250856976190132,"tensor(18.4822, device='cuda:0')",0.7398490081720932
360,0.05722372978925705,0.09551312774419785,0.7513293027877808,20.343536376953125,0.10571039295481993,"tensor(19.2268, device='cuda:0')",0.7444411260183683
370,0.0645933523774147,0.10545572638511658,0.7310947775840759,20.049211502075195,0.1056085263269386,"tensor(19.5557, device='cuda:0')",0.7391025866446513
380,0.07393879443407059,0.0978407934308052,0.8065512180328369,17.29265022277832,0.10250143316848523,"tensor(18.6505, device='cuda:0')",0.7660820391999256
390,0.051669567823410034,0.09286224842071533,0.7423670291900635,21.472850799560547,0.09864575926937727,"tensor(19.7794, device='cuda:0')",0.7565960351959806
400,0.04784012958407402,0.08588489145040512,0.7619360685348511,21.668615341186523,0.0935414121417884,"tensor(20.5351, device='cuda:0')",0.7587320485315288
410,0.076929971575737,0.10543510317802429,0.7805444002151489,17.163188934326172,0.09829888855628276,"tensor(19.1863, device='cuda:0')",0.7674569892049768
420,0.0558919757604599,0.09534541517496109,0.7468408346176147,20.48170280456543,0.09711749920375409,"tensor(19.7045, device='cuda:0')",0.759210527370032
430,0.059649597853422165,0.08785966038703918,0.7993000745773315,19.31275177001953,0.09341436367706812,"tensor(19.5478, device='cuda:0')",0.7752463462529517
440,0.0588647834956646,0.08039882779121399,0.8334649801254272,19.725345611572266,0.08820814932272647,"tensor(19.6188, device='cuda:0')",0.798533799801942
450,0.07345885038375854,0.11876127123832703,0.7000290751457214,18.61688804626465,0.1004293980889667,"tensor(19.2180, device='cuda:0')",0.7591319099394538
460,0.04211171716451645,0.07515399158000946,0.7926769256591797,22.168052673339844,0.0903192354853838,"tensor(20.3980, device='cuda:0')",0.7725499162273441
470,0.0658593624830246,0.09711599349975586,0.7778574824333191,19.07866668701172,0.09303793869113262,"tensor(19.8703, device='cuda:0')",0.7746729427097341
480,0.0436989888548851,0.08467907458543777,0.7514005899429321,22.615325927734375,0.08969439304885468,"tensor(20.9683, device='cuda:0')",0.7653640016030132
490,0.04591100662946701,0.08576417714357376,0.7548231482505798,21.81308364868164,0.08812230668674231,"tensor(21.3062, device='cuda:0')",0.7611476602620398
500,0.07195577025413513,0.1085842102766037,0.7449020147323608,18.192611694335938,0.09630706812268687,"tensor(20.0608, device='cuda:0')",0.7546494020501682
510,0.04314252734184265,0.0785927027463913,0.7796065807342529,22.11050796508789,0.08922132197216864,"tensor(20.8807, device='cuda:0')",0.764632273523802
520,0.04729534685611725,0.10987135767936707,0.639824628829956,20.90165138244629,0.09748133625504801,"tensor(20.8891, device='cuda:0')",0.7147092156462637
530,0.05048180744051933,0.07614966481924057,0.8211789131164551,20.311296463012695,0.08894866768072504,"tensor(20.6580, device='cuda:0')",0.7572970946343403
540,0.06532269716262817,0.11812415719032288,0.6706700325012207,19.115392684936523,0.10061886348456417,"tensor(20.0409, device='cuda:0')",0.7226462697810925
550,0.05938629433512688,0.09793691337108612,0.7478606104850769,19.644033432006836,0.09954608343917296,"tensor(19.8822, device='cuda:0')",0.7327320060626863
560,0.06159501522779465,0.09980927407741547,0.7473337054252625,19.6381893157959,0.09965135969446996,"tensor(19.7846, device='cuda:0')",0.7385726858077168
570,0.04970092698931694,0.07842029631137848,0.8067022562026978,21.8655948638916,0.09115893434123337,"tensor(20.6170, device='cuda:0')",0.7658245139657092
580,0.0633055716753006,0.12277443706989288,0.6393501162528992,19.933229446411133,0.10380513543269718,"tensor(20.3435, device='cuda:0')",0.7152347548805851
590,0.06690609455108643,0.10790982842445374,0.7280752658843994,19.67576789855957,0.1054470126293998,"tensor(20.0764, device='cuda:0')",0.7203709592821108
600,0.046184640377759933,0.09162205457687378,0.726628303527832,22.058752059936523,0.0999170294083894,"tensor(20.8693, device='cuda:0')",0.7228738969803993
610,0.06014002487063408,0.08946596086025238,0.7932302951812744,20.50917625427246,0.09573660198913458,"tensor(20.7253, device='cuda:0')",0.7510164562607493
620,0.052701227366924286,0.1230262815952301,0.5956735014915466,20.404617309570312,0.10665247383157278,"tensor(20.5970, device='cuda:0')",0.6888792743530683
630,0.09559343755245209,0.1276797354221344,0.743975043296814,16.8807315826416,0.11506337846779743,"tensor(19.1105, device='cuda:0')",0.7109175819305665
640,0.05568210408091545,0.1106075644493103,0.6696906089782715,20.643320083618164,0.11328105286040258,"tensor(19.7236, device='cuda:0')",0.6944267927496486
650,0.04878237098455429,0.0801771953701973,0.7942435145378113,21.487667083740234,0.10003950986432046,"tensor(20.4292, device='cuda:0')",0.7343534814649136
660,0.04305879771709442,0.09360302984714508,0.7042200565338135,22.049293518066406,0.09746491785745032,"tensor(21.0773, device='cuda:0')",0.7223001114924735
670,0.0632193461060524,0.10348821431398392,0.7354363203048706,19.93343734741211,0.09987423644006375,"tensor(20.6197, device='cuda:0')",0.7275545950174324
680,0.048475779592990875,0.09018634259700775,0.7429714202880859,21.27370834350586,0.09599907890284134,"tensor(20.8813, device='cuda:0')",0.7337213251256938
690,0.04603632912039757,0.0712084025144577,0.8281033039093018,20.9982852935791,0.08608280834748788,"tensor(20.9281, device='cuda:0')",0.771474116639137
700,0.04994155094027519,0.08917690813541412,0.7538816928863525,21.514602661132812,0.08732044826265838,"tensor(21.1627, device='cuda:0')",0.7644371471380232
710,0.07591234147548676,0.11581258475780487,0.7245864272117615,18.978322982788086,0.09871730286071698,"tensor(20.2890, device='cuda:0')",0.7484968591675185
720,0.0571269616484642,0.10113133490085602,0.7228511571884155,21.372119903564453,0.0996829156767726,"tensor(20.7222, device='cuda:0')",0.7382385783758774
730,0.06803546845912933,0.12729117274284363,0.6356859803199768,19.519283294677734,0.11072621850320101,"tensor(20.2410, device='cuda:0')",0.6972175391535171
740,0.055606573820114136,0.08971351385116577,0.7738587260246277,20.216060638427734,0.10232113664238693,"tensor(20.2311, device='cuda:0')",0.7278740139019613
750,0.0482359454035759,0.09009985625743866,0.7424445152282715,22.122774124145508,0.09743262448840762,"tensor(20.9877, device='cuda:0')",0.7337022144324854
760,0.047356367111206055,0.08105044811964035,0.7841732501983643,21.676525115966797,0.0908797539409007,"tensor(21.2633, device='cuda:0')",0.7538906287388369
770,0.05892469733953476,0.10240297019481659,0.7236839532852173,20.264131546020508,0.09548904044246706,"tensor(20.8636, device='cuda:0')",0.7418079585573891
780,0.045898716896772385,0.08369360864162445,0.7651268243789673,21.960058212280273,0.09077086772213001,"tensor(21.3022, device='cuda:0')",0.7511355048860204
790,0.04791638255119324,0.09145696461200714,0.7343807220458984,21.948043823242188,0.09104530647808087,"tensor(21.5605, device='cuda:0')",0.7444335917499716
800,0.04047669470310211,0.09092555940151215,0.7072789669036865,22.125598907470703,0.09099740764745337,"tensor(21.7866, device='cuda:0')",0.7295717418114576
810,0.09876646846532822,0.11494362354278564,0.820347785949707,17.920969009399414,0.10057589400558628,"tensor(20.2403, device='cuda:0')",0.7658821594667573
820,0.08837401866912842,0.11333131790161133,0.786839485168457,18.743452072143555,0.10567806356399631,"tensor(19.6416, device='cuda:0')",0.7742650897474372
830,0.08004119992256165,0.11407151818275452,0.7498072385787964,17.53489875793457,0.10903544541149959,"tensor(18.7989, device='cuda:0')",0.7644819492799808
840,0.06847380101680756,0.10097874701023102,0.7690014839172363,19.275976181030273,0.10581276605099216,"tensor(18.9897, device='cuda:0')",0.7662897631348831
850,0.06359177827835083,0.10196444392204285,0.7445449233055115,19.889808654785156,0.10427343719941243,"tensor(19.3498, device='cuda:0')",0.7575918272031344
860,0.06070422753691673,0.10115396976470947,0.7370470762252808,19.521276473999023,0.10302565022553124,"tensor(19.4184, device='cuda:0')",0.749373926811993
870,0.04889466613531113,0.09453237801790237,0.7229167819023132,21.780296325683594,0.09962834134247969,"tensor(20.3631, device='cuda:0')",0.7387910688481212
880,0.048843007534742355,0.08933325111865997,0.7487058043479919,21.29354476928711,0.0955103052529518,"tensor(20.7353, device='cuda:0')",0.7427569630480695
890,0.04765109345316887,0.0778195708990097,0.801506519317627,21.114147186279297,0.08843401151137496,"tensor(20.8868, device='cuda:0')",0.7662567855558925
900,0.04932316392660141,0.08894595503807068,0.7525628805160522,21.896894454956055,0.08863878892205325,"tensor(21.2909, device='cuda:0')",0.7607792235399564
910,0.05588912218809128,0.09433723241090775,0.751870334148407,21.281574249267578,0.09091816631759506,"tensor(21.2871, device='cuda:0')",0.7572156677833366
920,0.048027604818344116,0.08103170990943909,0.7869518995285034,21.598995208740234,0.08696358375433266,"tensor(21.4119, device='cuda:0')",0.7691101604814033
930,0.05843176692724228,0.10279014706611633,0.7197763323783875,20.26838493347168,0.09329420907904612,"tensor(20.9545, device='cuda:0')",0.749376629240197
940,0.04393749684095383,0.07697965204715729,0.7908517122268677,22.663440704345703,0.08676838626629059,"tensor(21.6381, device='cuda:0')",0.7659666624348653
950,0.04432297870516777,0.07207966595888138,0.8168935775756836,22.44668960571289,0.08089289814332691,"tensor(21.9615, device='cuda:0')",0.7863374284911926
960,0.05912088602781296,0.11907228827476501,0.6411221027374268,20.169967651367188,0.09616465419590216,"tensor(21.2449, device='cuda:0')",0.7282512981896863
970,0.07337373495101929,0.10667477548122406,0.7601210474967957,17.16373062133789,0.10036870271003093,"tensor(19.6124, device='cuda:0')",0.74099919791253
980,0.06193390488624573,0.10286000370979309,0.7334356307983398,19.405744552612305,0.10136522310993579,"tensor(19.5298, device='cuda:0')",0.7379737710668539
990,0.06947126239538193,0.11263804137706757,0.7146948575973511,19.537084579467773,0.1058743504167885,"tensor(19.5327, device='cuda:0')",0.7286622056790528
1000,0.04467809200286865,0.08369581401348114,0.7602332830429077,22.06146240234375,0.09700293585546554,"tensor(20.5442, device='cuda:0')",0.7412906366245948
1010,0.05541467294096947,0.08268968760967255,0.8082102537155151,20.097196578979492,0.09127763655714835,"tensor(20.3654, device='cuda:0')",0.768058483460963
1020,0.054065704345703125,0.09699684381484985,0.7312785983085632,21.266324996948242,0.09356531946022895,"tensor(20.7258, device='cuda:0')",0.753346529400003
1030,0.04749612510204315,0.08743848651647568,0.7527920603752136,21.935619354248047,0.09111458628272764,"tensor(21.2097, device='cuda:0')",0.7531247417900873
1040,0.046527355909347534,0.08463926613330841,0.7629131078720093,22.34362030029297,0.08852445822295996,"tensor(21.6633, device='cuda:0')",0.7570400882228561
1050,0.04830272123217583,0.09198959916830063,0.7332628965377808,22.051546096801758,0.08991051460109623,"tensor(21.8186, device='cuda:0')",0.7475292115488259
1060,0.039399124681949615,0.08097468316555023,0.7527230978012085,22.252155303955078,0.08633618202687783,"tensor(21.9920, device='cuda:0')",0.7496067660497789
1070,0.049126073718070984,0.09003690630197525,0.7463197708129883,21.093505859375,0.0878164717369168,"tensor(21.6326, device='cuda:0')",0.7482919679550627
1080,0.046933650970458984,0.07867094874382019,0.7943798899650574,20.932899475097656,0.08415826253967815,"tensor(21.3527, device='cuda:0')",0.7667271367590606
1090,0.045209161937236786,0.08674944937229156,0.7470893859863281,21.743619918823242,0.08519473727272352,"tensor(21.5091, device='cuda:0')",0.7588720364499676
1100,0.042222559452056885,0.07934530079364777,0.7721637487411499,22.031322479248047,0.08285496268109321,"tensor(21.7180, device='cuda:0')",0.7641887213664404
1110,0.06624370813369751,0.0919845700263977,0.8050519824028015,18.98326873779297,0.086506805619215,"tensor(20.6241, device='cuda:0')",0.7805340257809849
1120,0.058575212955474854,0.10080105066299438,0.7302955985069275,20.175025939941406,0.09222450363672675,"tensor(20.4445, device='cuda:0')",0.7604386548713619
1130,0.07201996445655823,0.11290806531906128,0.7235395312309265,19.509498596191406,0.10049792830966056,"tensor(20.0705, device='cuda:0')",0.7456790054151877
1140,0.051098138093948364,0.09197771549224854,0.7445039749145508,21.25079345703125,0.09708984318269576,"tensor(20.5426, device='cuda:0')",0.745208993214933
1150,0.0440685972571373,0.08054909110069275,0.7735289335250854,21.1896915435791,0.09047354234989455,"tensor(20.8014, device='cuda:0')",0.7565369693389941
1160,0.05133991688489914,0.08361858874559402,0.787266731262207,20.788856506347656,0.08773156090817433,"tensor(20.7964, device='cuda:0')",0.7688288741082793
1170,0.05987722799181938,0.0854891687631607,0.8120630979537964,20.009077072143555,0.08683460405016888,"tensor(20.4815, device='cuda:0')",0.7861225636464861
1180,0.03974349796772003,0.08320651948451996,0.7429413795471191,21.854190826416016,0.08538337022390931,"tensor(21.0306, device='cuda:0')",0.7688500900067393
1190,0.05618036910891533,0.09434045851230621,0.7530192136764526,20.056800842285156,0.08896620553926807,"tensor(20.6411, device='cuda:0')",0.7625177394746246
1200,0.037884220480918884,0.06409741938114166,0.8310497999191284,22.213666915893555,0.0790186910760175,"tensor(21.2701, device='cuda:0')",0.7899305636524262
1210,0.06282686442136765,0.10029494762420654,0.7498327493667603,19.81682586669922,0.0875291936952931,"tensor(20.6888, device='cuda:0')",0.7738914379381598
1220,0.055343858897686005,0.1154790073633194,0.6439803838729858,20.349300384521484,0.09870911916250362,"tensor(20.5530, device='cuda:0')",0.7219270163120902
1230,0.05905026197433472,0.09521672874689102,0.7601174116134644,19.471330642700195,0.09731216299625858,"tensor(20.1203, device='cuda:0')",0.7372031744326399
1240,0.04357808083295822,0.07604031264781952,0.7941107749938965,21.794456481933594,0.08880342285688295,"tensor(20.7900, device='cuda:0')",0.7599662146571425
1250,0.03809881582856178,0.07968071103096008,0.7539917230606079,22.28095817565918,0.0851543381265138,"tensor(21.3864, device='cuda:0')",0.7575764180185287
1260,0.04976227134466171,0.09412406384944916,0.7284287810325623,20.899425506591797,0.08874222841568793,"tensor(21.1916, device='cuda:0')",0.745917363224142
1270,0.05225770175457001,0.09247322380542755,0.7466647028923035,20.51886749267578,0.09023462657158379,"tensor(20.9225, device='cuda:0')",0.7462162990914065
1280,0.04486411064863205,0.07147929072380066,0.8220599889755249,21.333847045898438,0.08273249223247053,"tensor(21.0870, device='cuda:0')",0.7765537750450539
1290,0.041376885026693344,0.08202705532312393,0.7553722858428955,21.90772819519043,0.08245031746873188,"tensor(21.4153, device='cuda:0')",0.7680811793641905
1300,0.04819551110267639,0.07225654274225235,0.8314993381500244,20.608112335205078,0.07837280757814007,"tensor(21.0924, device='cuda:0')",0.793448442878524
1310,0.06095874309539795,0.09800812602043152,0.7537943720817566,19.21059226989746,0.08622693495505665,"tensor(20.3397, device='cuda:0')",0.777586814559817
1320,0.05360675975680351,0.09727723896503448,0.728040874004364,21.230554580688477,0.09064705655904778,"tensor(20.6960, device='cuda:0')",0.7577684383376359
1330,0.06129714846611023,0.08949945122003555,0.7976913452148438,19.08023452758789,0.09018801442344289,"tensor(20.0497, device='cuda:0')",0.773737601088519
1340,0.06951400637626648,0.1164652556180954,0.6957297325134277,18.78515625,0.1006989109013039,"tensor(19.5439, device='cuda:0')",0.7425344536584825
1350,0.039042022079229355,0.07457611709833145,0.783287525177002,21.745512008666992,0.09024979338011492,"tensor(20.4245, device='cuda:0')",0.7588356822658903
1360,0.06355531513690948,0.08913438022136688,0.8085493445396423,19.075143814086914,0.08980362811661571,"tensor(19.8848, device='cuda:0')",0.7787211471753911
1370,0.06392315030097961,0.09551385790109634,0.7781233191490173,18.967369079589844,0.09208772003040797,"tensor(19.5178, device='cuda:0')",0.7784820159648416
1380,0.0597761832177639,0.0981200784444809,0.7485043406486511,19.955829620361328,0.09450066339603713,"tensor(19.6930, device='cuda:0')",0.7664909458383654
1390,0.048860352486371994,0.07495857775211334,0.8206485509872437,21.329471588134766,0.08668382913846762,"tensor(20.3476, device='cuda:0')",0.7881539878979167
1400,0.04096610099077225,0.07061339169740677,0.8107974529266357,22.14236831665039,0.08025565416204328,"tensor(21.0655, device='cuda:0')",0.7972113739094043
1410,0.06981946527957916,0.096634641289711,0.7961046695709229,17.12079429626465,0.08680724901311038,"tensor(19.4876, device='cuda:0')",0.7967686921740117
1420,0.05417751893401146,0.09850294888019562,0.7241953611373901,20.567611694335938,0.09148552895994447,"tensor(19.9196, device='cuda:0')",0.767739359759363
1430,0.040299125015735626,0.08257163316011429,0.7483383417129517,22.117298126220703,0.08791997064001239,"tensor(20.7987, device='cuda:0')",0.7599789525407985
1440,0.04468464106321335,0.0863223522901535,0.7471268177032471,22.461822509765625,0.08728092330006884,"tensor(21.4639, device='cuda:0')",0.7548380986057779
1450,0.0637727677822113,0.09523171186447144,0.778932511806488,19.08386993408203,0.09046123872582988,"tensor(20.5119, device='cuda:0')",0.764475863886062
1460,0.04705968499183655,0.07639813423156738,0.8062480688095093,21.298349380493164,0.08483599692812488,"tensor(20.8265, device='cuda:0')",0.7811847458554408
1470,0.048021599650382996,0.11671650409698486,0.6085038781166077,20.879287719726562,0.09758819979566888,"tensor(20.8476, device='cuda:0')",0.7121123987599076
1480,0.04992624744772911,0.07169182598590851,0.8412458896636963,20.405881881713867,0.08722965027176473,"tensor(20.6709, device='cuda:0')",0.7637657951214232
1490,0.04570695757865906,0.0903080403804779,0.7312876582145691,21.061145782470703,0.08846100631525,"tensor(20.8270, device='cuda:0')",0.7507745403586815
1500,0.0496772937476635,0.11636872589588165,0.6168655753135681,20.69896697998047,0.09962409414750267,"tensor(20.7758, device='cuda:0')",0.6972109543406362
1510,0.04839614778757095,0.08729386329650879,0.7571153044700623,20.922204971313477,0.09469200180710513,"tensor(20.8344, device='cuda:0')",0.7211726943924066
1520,0.04254090413451195,0.08106653392314911,0.7648309469223022,21.507266998291016,0.08924181465352272,"tensor(21.1035, device='cuda:0')",0.7386359954043649
1530,0.036129675805568695,0.07066144049167633,0.7912114858627319,22.833776473999023,0.08180966498878417,"tensor(21.7956, device='cuda:0')",0.7596661915877116
1540,0.03915947303175926,0.07510581612586975,0.7811087965965271,21.962491989135742,0.0791281254436184,"tensor(21.8624, device='cuda:0')",0.7682432335912378
1550,0.04384409636259079,0.08656474947929382,0.742552638053894,21.983823776245117,0.08210277505788857,"tensor(21.9110, device='cuda:0')",0.7579669953763003
1560,0.05065573379397392,0.11457717418670654,0.6297370791435242,20.509183883666992,0.09509253470941575,"tensor(21.3502, device='cuda:0')",0.7066750288831898
1570,0.054641664028167725,0.08685943484306335,0.7842695116996765,19.76481056213379,0.0917992947628748,"tensor(20.7161, device='cuda:0')",0.7377128220097845
1580,0.06049637123942375,0.09192968904972076,0.7823370695114136,18.24386215209961,0.09185145247761319,"tensor(19.7272, device='cuda:0')",0.7555625210104362
1590,0.05548844859004021,0.07928541302680969,0.8255267143249512,19.076528549194336,0.08682503669729179,"tensor(19.4669, device='cuda:0')",0.7835481983362422
1600,0.05628058314323425,0.10912555456161499,0.6794945597648621,19.98476219177246,0.09574524384302108,"tensor(19.6741, device='cuda:0')",0.7419267429076901
1610,0.03493204340338707,0.06622743606567383,0.8085910081863403,22.941837310791016,0.08393812073208218,"tensor(20.9812, device='cuda:0')",0.7685924490191502
1620,0.04981213063001633,0.0917709469795227,0.7403938174247742,21.280317306518555,0.08707125123105838,"tensor(21.1008, device='cuda:0')",0.7573129963813998
1630,0.06083502992987633,0.09232831001281738,0.7816985845565796,19.35455322265625,0.08917407474376199,"tensor(20.4023, device='cuda:0')",0.7670672316514717
1640,0.035590991377830505,0.06471148878335953,0.818806529045105,23.092927932739258,0.07938904035960101,"tensor(21.4786, device='cuda:0')",0.787762950608925
1650,0.07718920707702637,0.10234403610229492,0.7970366477966309,17.7697811126709,0.08857103865667858,"tensor(19.9951, device='cuda:0')",0.7914724294840073
1660,0.03776487708091736,0.07426770031452179,0.7797210216522217,23.17049217224121,0.08284970331981586,"tensor(21.2652, device='cuda:0')",0.786771866351293
1670,0.05637083947658539,0.08251096308231354,0.8129285573959351,18.85432243347168,0.08271420722481493,"tensor(20.3009, device='cuda:0')",0.7972345427691498
1680,0.03717727214097977,0.07629778981208801,0.767220139503479,22.505962371826172,0.08014764025972416,"tensor(21.1829, device='cuda:0')",0.7852287814628816
1690,0.04755149409174919,0.08438953757286072,0.768258273601532,20.789764404296875,0.08184439918497878,"tensor(21.0257, device='cuda:0')",0.7784405783183417
1700,0.05372527241706848,0.0857551097869873,0.7861255407333374,20.794662475585938,0.0834086834257822,"tensor(20.9333, device='cuda:0')",0.7815145632843399
1710,0.06291118264198303,0.09088270366191864,0.7972311973571777,18.08333969116211,0.08639829152023677,"tensor(19.7933, device='cuda:0')",0.7878012169134749
1720,0.04004516452550888,0.08275682479143143,0.746396541595459,22.009490966796875,0.08494170482871463,"tensor(20.6798, device='cuda:0')",0.7712393467862686
1730,0.051917653530836105,0.08994478732347488,0.7579466700553894,20.54842185974121,0.08694293782661873,"tensor(20.6272, device='cuda:0')",0.7659222760939168
1740,0.045550137758255005,0.0826680064201355,0.7688605189323425,21.322044372558594,0.08523296526402543,"tensor(20.9052, device='cuda:0')",0.7670975732292871
1750,0.057190924882888794,0.09357328712940216,0.7608972787857056,19.377601623535156,0.08856909401017612,"tensor(20.2941, device='cuda:0')",0.7646174554518544
1760,0.060017652809619904,0.09300322830677032,0.7750544548034668,19.66050910949707,0.0903427477288138,"tensor(20.0407, device='cuda:0')",0.7687922551924994
1770,0.05969405174255371,0.10976077616214752,0.6899723410606384,19.284929275512695,0.09810995910214729,"tensor(19.7384, device='cuda:0')",0.737264289539755
1780,0.047173112630844116,0.1175251305103302,0.6010668277740479,20.847776412963867,0.10587602766542045,"tensor(20.1821, device='cuda:0')",0.6827853048334721
1790,0.05550742894411087,0.0881599485874176,0.7812299728393555,19.12612533569336,0.0987895960342193,"tensor(19.7597, device='cuda:0')",0.7221631720358255
1800,0.03244496136903763,0.060162514448165894,0.828967273235321,23.697227478027344,0.08333876339979794,"tensor(21.3347, device='cuda:0')",0.7648848125156237
1810,0.055452607572078705,0.10887636244297028,0.677428662776947,19.854591369628906,0.09355380301706687,"tensor(20.7427, device='cuda:0')",0.7299023526201529
1820,0.0489933118224144,0.08844412118196487,0.7537526488304138,20.876008987426758,0.09150993028302606,"tensor(20.7960, device='cuda:0')",0.7394424711042573
1830,0.042884524911642075,0.08517976105213165,0.7456393241882324,21.545005798339844,0.08897786259066831,"tensor(21.0956, device='cuda:0')",0.7419212123378474
1840,0.04636174440383911,0.06789033114910126,0.845995306968689,20.771240234375,0.08054285001404149,"tensor(20.9659, device='cuda:0')",0.783550850190184
1850,0.03340877592563629,0.06590208411216736,0.8041247129440308,22.953739166259766,0.07468654365329183,"tensor(21.7610, device='cuda:0')",0.7917803952917227
1860,0.03972264379262924,0.07147533446550369,0.8015139102935791,21.461746215820312,0.07340205997817657,"tensor(21.6413, device='cuda:0')",0.7956738012924653
1870,0.05090416595339775,0.11076335608959198,0.6497998833656311,20.741376876831055,0.08834657842274274,"tensor(21.2813, device='cuda:0')",0.7373242341217316
